Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,status
92.56875,48.56875,66.36875,-50.93125,-93.43125,41.06875,125.56875,59.66875,6.56875,-25.63125,-51.53125,62.76875,88.06875,34.96875,-167.53125,-237.13125,1
94.4125,43.9125,67.9125,-52.9875,-84.2875,39.2125,117.4125,61.7125,11.9125,-21.2875,-47.8875,62.5125,90.5125,29.0125,-165.3875,-246.6875,1
95.825,42.725,68.525,-55.675,-82.775,38.125,117.725,58.225,13.125,-4.775,-45.975,65.125,71.425,30.925,-168.075,-244.475,1
95.49375,42.39375,67.79375,-57.60625,-103.20625,37.49375,113.29375,57.19375,11.59375,-3.10625,-46.00625,65.19375,98.19375,29.49375,-168.90625,-239.30625,1
96.56875,42.86875,65.76875,-57.93125,-102.53125,36.46875,117.96875,59.16875,12.66875,-3.73125,-45.03125,64.06875,99.36875,24.06875,-166.73125,-243.03125,1
93.65625,41.15625,64.05625,-60.24375,-50.74375,33.55625,120.75625,57.55625,8.05625,-13.24375,-49.94375,58.65625,92.35625,23.85625,-170.84375,-248.64375,1
94.73125,44.63125,67.63125,-56.16875,-72.36875,35.93125,124.53125,59.13125,10.83125,-20.36875,-49.46875,58.03125,87.23125,31.23125,-168.96875,-246.56875,1
92.5125,44.3125,67.2125,-56.1875,-62.8875,33.5125,126.3125,59.3125,14.6125,-7.1875,-48.2875,58.8125,67.8125,23.4125,-166.7875,-246.4875,1
94.8875,43.8875,70.5875,-56.1125,-81.2125,29.1875,131.2875,61.5875,16.7875,-9.3125,-46.9125,57.9875,94.8875,7.2875,-165.0125,-249.8125,1
93.56875,41.56875,68.56875,-55.93125,-89.93125,32.76875,128.66875,62.96875,15.46875,-11.33125,-47.73125,57.06875,99.06875,17.36875,-165.03125,-247.13125,1
92.2375,38.9375,64.8375,-55.4625,-78.3625,35.3375,126.3375,62.0375,15.1375,-12.3625,-47.9625,56.3375,86.6375,24.7375,-163.4625,-244.9625,1
91.91875,36.51875,66.71875,-53.38125,-98.08125,37.61875,137.51875,65.71875,16.61875,-10.38125,-48.48125,53.21875,93.31875,19.51875,-162.28125,-246.08125,1
90.2625,33.8625,71.1625,-50.2375,-79.0375,41.0625,132.2625,69.4625,13.2625,-12.5375,-50.9375,46.7625,89.0625,21.1625,-165.1375,-250.4375,1
89.9,29.8,72.6,-49.0,-70.2,40.7,132.4,68.5,15.6,-14.0,-51.1,40.9,92.2,17.4,-162.8,-252.9,1
92.375,28.775,74.175,-45.425,-99.625,44.975,135.475,72.575,15.275,-12.025,-49.625,38.875,97.575,18.875,-161.725,-250.525,1
91.09375,24.79375,72.69375,-44.50625,-80.60625,46.89375,135.09375,73.69375,11.09375,-15.90625,-51.20625,33.79375,98.99375,22.49375,-163.20625,-255.20625,1
89.0125,20.2125,72.6125,-45.7875,-52.9875,45.0125,136.0125,70.0125,10.4125,-18.8875,-53.1875,28.7125,96.1125,26.1125,-165.1875,-258.1875,1
90.36875,18.86875,72.56875,-43.03125,-76.43125,51.16875,138.26875,73.06875,16.36875,-13.83125,-50.23125,28.36875,92.56875,21.66875,-161.23125,-258.53125,1
93.6125,19.3125,72.4125,-41.4875,-83.4875,44.4125,140.5125,75.5125,23.5125,-3.5875,-45.8875,30.5125,72.4125,16.5125,-155.4875,-258.7875,1
94.9625,19.0625,73.4625,-44.2375,-87.9375,37.8625,138.7625,72.4625,20.6625,-4.8375,-46.6375,29.8625,98.4625,15.2625,-158.3375,-258.8375,1
96.04375,21.24375,73.94375,-44.15625,-103.75625,42.14375,139.14375,73.14375,18.24375,-9.35625,-46.95625,31.04375,104.34375,18.74375,-157.65625,-256.15625,1
90.51875,23.11875,69.91875,-45.38125,-89.28125,47.11875,136.61875,73.51875,13.41875,-12.18125,-51.38125,32.21875,97.41875,26.51875,-161.38125,-250.78125,1
88.75625,26.15625,68.65625,-47.14375,-87.34375,44.95625,134.65625,71.95625,12.65625,-10.74375,-52.24375,34.85625,92.65625,32.55625,-161.24375,-249.14375,1
90.6875,28.7875,71.4875,-47.3125,-78.2125,41.1875,136.2875,71.0875,16.6875,-5.8125,-51.1125,37.0875,74.3875,27.9875,-159.2125,-254.0125,1
90.11875,29.51875,69.51875,-47.08125,-101.88125,42.21875,139.31875,73.11875,16.61875,-1.98125,-52.18125,38.01875,91.41875,22.61875,-160.78125,-248.58125,1
91.3,31.5,70.4,-45.1,-82.5,43.4,146.3,75.1,10.7,-10.2,-54.8,37.2,78.5,21.9,-164.4,-249.3,1
92.475,35.575,74.975,-43.025,-86.125,42.175,134.875,74.275,14.375,-14.225,-54.125,37.275,88.175,17.175,-160.325,-253.525,1
91.83125,36.93125,76.83125,-42.96875,-101.26875,41.83125,132.83125,73.43125,11.13125,-6.96875,-55.46875,38.73125,100.63125,16.83125,-163.46875,-250.86875,1
93.65625,35.25625,76.35625,-42.54375,-89.94375,43.55625,135.85625,74.45625,7.25625,-4.64375,-56.64375,38.35625,92.25625,24.95625,-169.04375,-259.14375,1
92.14375,36.44375,74.74375,-42.25625,-80.65625,44.44375,138.24375,75.64375,2.84375,-4.05625,-58.95625,40.04375,87.74375,21.94375,-173.45625,-254.85625,1
91.25625,38.05625,72.45625,-42.84375,-73.84375,42.95625,147.95625,73.25625,0.45625,-9.04375,-59.84375,41.75625,85.25625,20.05625,-176.04375,-251.84375,1
91.84375,39.24375,72.44375,-43.55625,-84.55625,42.34375,152.94375,71.64375,-0.45625,-10.35625,-58.95625,43.84375,88.94375,22.74375,-176.05625,-252.05625,1
91.375,37.975,73.075,-46.225,-73.525,39.575,152.175,70.575,2.675,-4.725,-57.825,45.475,75.875,20.475,-177.525,-249.425,1
91.675,39.375,74.375,-45.725,-110.225,42.475,148.975,71.375,5.075,4.575,-57.325,49.475,80.275,25.475,-181.025,-238.825,1
91.4,37.9,72.9,-46.5,-90.6,43.2,144.5,69.8,-1.3,-2.4,-60.1,48.6,85.6,28.3,-186.7,-234.6,1
92.2625,34.7625,72.3625,-47.0375,-83.2375,42.2625,147.4625,67.7625,0.9625,-6.0375,-59.0375,45.0625,87.6625,39.3625,-185.7375,-248.8375,1
92.39375,31.79375,72.99375,-47.90625,-67.10625,40.29375,152.99375,66.09375,0.69375,-4.80625,-58.60625,44.49375,91.19375,26.99375,-186.60625,-254.90625,1
93.05625,30.15625,78.35625,-49.84375,-54.24375,36.05625,147.85625,64.15625,1.55625,-2.84375,-58.54375,46.05625,85.85625,20.75625,-188.74375,-249.64375,1
95.4625,35.1625,79.2625,-47.6375,-108.4375,37.7625,142.0625,64.7625,6.2625,5.2625,-55.0375,53.1625,86.4625,30.2625,-186.8375,-237.9375,1
95.46875,35.86875,75.86875,-48.93125,-108.73125,37.76875,144.36875,64.46875,9.56875,4.16875,-54.53125,54.26875,84.36875,29.76875,-185.83125,-237.93125,1
97.125,34.525,77.225,-52.375,-108.075,34.825,142.325,62.025,11.525,10.025,-53.475,54.925,89.725,22.325,-185.875,-236.775,1
94.10625,33.70625,75.70625,-54.39375,-63.99375,32.90625,140.20625,59.80625,12.10625,8.00625,-53.19375,53.90625,63.70625,22.60625,-184.69375,-240.49375,1
93.25,32.15,72.95,-56.55,-66.85,30.95,137.95,57.95,16.15,9.05,-51.85,52.35,74.55,22.65,-181.25,-243.45,1
93.29375,31.99375,71.19375,-55.30625,-73.40625,34.79375,138.79375,58.89375,16.79375,0.79375,-51.70625,49.99375,83.29375,23.99375,-180.60625,-242.80625,1
92.91875,32.31875,70.01875,-53.68125,-77.18125,37.31875,144.81875,59.21875,20.51875,7.11875,-49.88125,50.11875,64.31875,22.21875,-179.28125,-240.88125,1
93.825,27.825,68.425,-56.075,-99.275,37.825,145.825,56.425,28.325,13.625,-46.675,49.425,70.525,24.125,-173.275,-240.875,1
96.25625,27.25625,70.95625,-56.14375,-92.74375,30.75625,133.95625,57.85625,22.35625,8.15625,-45.74375,49.05625,90.35625,23.55625,-173.94375,-241.94375,1
96.6125,27.1125,70.8125,-56.4875,-86.8875,30.1125,136.1125,59.0125,20.8125,5.7125,-45.0875,48.7125,86.1125,22.4125,-172.7875,-242.2875,1
96.39375,28.29375,68.79375,-55.30625,-102.90625,35.29375,138.19375,59.69375,23.09375,8.89375,-43.10625,49.39375,79.39375,25.49375,-171.30625,-240.30625,1
99.51875,28.21875,70.41875,-55.88125,-103.28125,35.31875,139.81875,59.01875,23.51875,7.81875,-40.48125,48.81875,66.81875,25.51875,-168.28125,-236.88125,1
101.75,27.75,71.65,-56.75,-120.45,35.95,136.85,60.05,29.05,-1.45,-36.65,46.85,81.95,21.85,-159.85,-238.55,1
96.45,21.15,65.45,-62.95,-52.15,28.85,133.75,54.15,28.85,3.15,-38.65,41.95,76.75,11.65,-161.65,-246.75,1
97.8,19.3,65.6,-64.3,-46.7,25.4,134.7,51.9,31.6,3.3,-36.4,40.3,79.1,6.8,-158.7,-249.7,1
102.81875,20.41875,69.31875,-62.08125,-80.68125,28.11875,137.91875,54.41875,34.01875,1.01875,-33.98125,39.71875,83.31875,10.11875,-154.68125,-249.78125,1
104.41875,20.01875,68.21875,-61.98125,-82.78125,29.81875,132.51875,56.41875,36.31875,6.91875,-33.08125,38.91875,76.01875,11.61875,-153.18125,-250.18125,1
107.8,19.3,69.9,-63.6,-51.8,29.1,125.3,49.8,35.4,2.0,-31.9,37.6,64.5,11.6,-151.9,-253.1,1
113.1875,22.4875,72.1875,-63.2125,-102.3125,27.7875,124.2875,48.6875,37.3875,1.9875,-28.3125,40.7875,100.4875,2.2875,-148.7125,-249.0125,1
111.58125,22.18125,65.48125,-64.71875,-89.51875,26.58125,132.28125,47.88125,36.08125,-1.51875,-28.31875,39.68125,88.98125,14.68125,-149.21875,-252.11875,1
110.26875,21.16875,62.06875,-66.23125,-66.73125,25.76875,133.06875,46.46875,34.56875,-9.53125,-27.83125,38.66875,81.46875,19.06875,-148.03125,-254.23125,1
112.11875,19.91875,64.51875,-67.58125,-66.98125,24.71875,132.21875,46.61875,39.01875,-1.58125,-25.98125,40.71875,72.41875,9.61875,-145.58125,-254.18125,1
114.68125,19.48125,63.78125,-67.61875,-94.91875,22.58125,128.88125,47.28125,43.98125,1.48125,-23.31875,41.48125,94.98125,3.78125,-140.01875,-256.51875,1
118.71875,24.21875,66.41875,-63.78125,-129.48125,22.91875,131.71875,50.21875,46.11875,3.51875,-20.68125,46.01875,93.01875,0.11875,-137.28125,-251.78125,1
116.59375,24.99375,67.79375,-63.70625,-118.10625,22.19375,130.19375,49.49375,46.69375,3.39375,-21.90625,48.19375,71.39375,6.19375,-137.20625,-246.20625,1
110.09375,18.59375,64.29375,-68.70625,-71.90625,19.39375,120.19375,43.89375,41.59375,-2.20625,-27.50625,44.19375,82.49375,18.39375,-142.30625,-250.50625,1
106.81875,18.41875,65.51875,-66.98125,-67.68125,20.41875,119.71875,44.71875,37.51875,0.01875,-29.88125,44.11875,88.01875,14.81875,-145.78125,-249.78125,1
100.55625,20.45625,65.05625,-61.54375,-87.14375,32.45625,124.35625,50.35625,35.65625,-2.04375,-30.84375,45.45625,83.25625,14.95625,-146.14375,-244.84375,1
95.36875,23.56875,65.46875,-57.53125,-89.53125,31.86875,125.16875,51.66875,38.56875,-8.13125,-29.93125,45.26875,88.26875,12.76875,-141.93125,-250.93125,1
91.9375,27.6375,64.7375,-56.8625,-88.0625,20.6375,125.1375,50.3375,40.8375,-3.4625,-30.2625,47.7375,86.9375,14.8375,-141.1625,-250.9625,1
89.7625,32.2625,60.4625,-52.8375,-100.9375,27.8625,131.3625,53.3625,42.3625,-0.7375,-31.3375,49.5625,66.6625,21.1625,-140.7375,-248.2375,1
93.45625,35.75625,63.55625,-51.34375,-109.14375,30.65625,117.95625,50.95625,43.05625,-1.64375,-31.74375,50.15625,69.25625,24.35625,-139.24375,-246.04375,1
96.575,35.575,60.275,-52.425,-103.125,28.875,101.775,45.275,41.375,-3.425,-34.625,48.075,97.175,25.975,-139.325,-248.025,1
97.7625,35.3625,57.1625,-51.6375,-96.9375,28.0625,115.9625,46.8625,40.7625,0.2625,-37.6375,46.3625,91.4625,21.1625,-142.0375,-252.9375,1
100.1375,37.2375,58.3375,-48.0625,-117.4625,32.9375,123.9375,53.0375,40.0375,0.8375,-38.5625,46.7375,85.6375,18.4375,-142.4625,-250.7625,1
101.79375,38.99375,58.79375,-46.40625,-152.60625,37.89375,120.99375,55.39375,40.79375,6.99375,-37.90625,48.69375,85.39375,23.79375,-140.50625,-242.10625,1
102.1125,36.8125,58.5125,-46.9875,-126.8875,38.6125,118.1125,54.9125,37.1125,-2.7875,-38.9875,45.4125,85.0125,25.2125,-140.2875,-245.8875,1
102.25,33.85,59.35,-47.35,-86.25,38.45,123.35,55.85,27.95,-13.25,-42.25,41.35,91.05,20.25,-149.45,-255.15,1
102.03125,32.73125,60.03125,-46.66875,-82.56875,38.43125,115.23125,56.23125,27.03125,-7.66875,-42.86875,42.33125,88.93125,19.53125,-150.06875,-252.66875,1
103.9625,34.3625,64.0625,-42.4375,-85.0375,39.7625,111.9625,60.1625,25.0625,-12.3375,-43.0375,41.8625,90.7625,16.2625,-149.7375,-255.6375,1
104.3375,33.2375,65.4375,-40.7625,-100.3625,43.2375,115.6375,61.0375,24.6375,-12.8625,-43.8625,40.9375,91.4375,24.6375,-150.6625,-256.0625,1
104.4125,31.2125,63.7125,-42.1875,-98.1875,42.6125,116.5125,58.8125,25.5125,-13.5875,-43.9875,39.0125,95.7125,25.3125,-150.2875,-254.5875,1
104.23125,35.93125,62.73125,-42.66875,-102.96875,41.63125,111.53125,57.03125,24.53125,-8.16875,-43.96875,42.73125,87.73125,26.93125,-152.96875,-244.26875,1
107.175,41.275,65.675,-38.125,-110.825,46.675,116.475,59.775,23.175,-12.225,-41.525,43.975,63.375,34.575,-150.825,-248.625,1
105.20625,41.50625,67.90625,-37.89375,-90.89375,45.70625,122.80625,59.40625,16.80625,-15.89375,-44.09375,41.30625,69.90625,27.30625,-153.59375,-255.49375,1
105.25625,44.35625,68.15625,-37.34375,-112.64375,45.65625,115.35625,58.35625,15.85625,-17.74375,-43.44375,43.35625,94.85625,27.95625,-153.34375,-254.64375,1
104.11875,46.11875,63.71875,-38.68125,-119.08125,46.11875,109.11875,57.01875,13.71875,-22.08125,-42.28125,46.41875,104.61875,36.41875,-156.18125,-249.08125,1
99.85625,45.05625,58.15625,-43.14375,-111.54375,42.65625,110.15625,55.25625,21.05625,-16.04375,-38.74375,49.35625,95.75625,30.35625,-150.64375,-247.54375,1
99.40625,46.60625,57.30625,-45.49375,-123.59375,40.60625,110.90625,55.10625,23.00625,-8.59375,-35.39375,54.70625,93.20625,23.80625,-149.09375,-242.49375,1
98.23125,49.43125,59.83125,-45.16875,-114.96875,40.63125,113.33125,56.13125,18.03125,-9.06875,-36.86875,56.73125,88.63125,24.93125,-156.46875,-243.36875,1
95.325,49.825,61.625,-44.675,-114.175,45.425,113.625,57.925,14.425,-10.275,-39.175,56.125,91.325,23.725,-156.675,-244.375,1
94.6875,49.1875,62.5875,-46.2125,-123.0125,44.5875,113.4875,54.8875,16.6875,-7.9125,-38.7125,56.9875,95.5875,24.7875,-154.7125,-242.9125,1
96.4375,47.2375,64.0375,-48.1625,-102.5625,38.6375,115.5375,54.6375,15.2375,-5.9625,-37.1625,58.3375,73.2375,27.9375,-157.1625,-240.2625,1
98.40625,44.40625,63.30625,-51.89375,-113.09375,35.40625,117.20625,52.70625,13.70625,-7.69375,-35.39375,58.60625,93.90625,26.70625,-156.89375,-239.39375,1
98.56875,39.56875,64.06875,-55.73125,-129.03125,39.36875,105.86875,50.46875,18.66875,-1.93125,-32.63125,59.76875,99.06875,35.16875,-154.23125,-237.03125,1
96.89375,36.59375,62.89375,-57.60625,-129.00625,39.09375,108.49375,49.89375,21.09375,0.19375,-30.50625,59.19375,95.29375,33.99375,-149.60625,-236.90625,1
92.73125,35.73125,60.93125,-57.66875,-100.86875,36.53125,107.83125,50.93125,16.13125,-11.26875,-32.56875,54.53125,111.03125,31.53125,-152.26875,-243.26875,1
91.93125,36.73125,60.53125,-57.56875,-73.06875,32.93125,112.53125,52.73125,15.93125,-8.36875,-32.86875,53.53125,97.13125,19.83125,-154.16875,-247.76875,1
94.26875,42.36875,61.46875,-54.23125,-94.43125,34.36875,120.26875,54.06875,18.46875,-5.83125,-31.23125,57.36875,77.66875,21.76875,-151.93125,-244.43125,1
91.7375,45.0375,58.1375,-52.9625,-98.4625,34.2375,113.8375,53.6375,13.8375,-9.5625,-35.0625,56.9375,107.2375,25.2375,-155.7625,-248.0625,1
92.7,45.8,62.3,-49.0,-82.0,40.2,111.4,56.9,11.5,-11.3,-38.0,55.9,95.4,20.0,-158.4,-253.4,1
92.59375,46.69375,58.69375,-47.90625,-76.90625,39.79375,121.29375,57.59375,6.59375,-17.10625,-41.40625,54.69375,100.59375,21.49375,-162.30625,-254.40625,1
94.2875,50.9875,57.3875,-44.8125,-103.9125,38.8875,119.5875,60.8875,6.3875,-11.4125,-42.5125,59.1875,102.8875,23.3875,-165.0125,-246.2125,1
94.28125,53.58125,58.78125,-42.61875,-117.31875,39.68125,120.68125,62.18125,7.78125,-4.91875,-43.61875,63.48125,95.08125,17.48125,-166.51875,-238.01875,1
95.14375,55.14375,60.04375,-39.85625,-140.45625,39.94375,119.64375,62.74375,9.34375,-1.55625,-43.75625,64.94375,96.44375,24.74375,-164.65625,-237.85625,1
93.375,57.475,61.675,-35.325,-141.725,47.775,116.075,66.875,8.275,-2.325,-46.325,65.275,78.975,34.075,-165.925,-238.225,1
86.4875,55.7875,57.5875,-36.2125,-99.4125,47.0875,116.5875,63.8875,2.1875,-8.3125,-53.7125,60.4875,93.4875,31.5875,-173.3125,-244.2125,1
83.98125,58.28125,56.28125,-33.51875,-78.31875,48.98125,112.88125,61.88125,1.08125,-8.51875,-57.21875,59.58125,81.18125,36.68125,-176.31875,-246.91875,1
86.5625,59.4625,56.0625,-31.8375,-88.9375,49.7625,114.1625,64.6625,0.9625,-8.3375,-58.3375,59.2625,96.0625,22.1625,-175.6375,-246.0375,1
90.1375,58.9375,58.4375,-30.0625,-101.6625,48.0375,121.1375,66.4375,-0.0625,-11.3625,-58.6625,58.4375,96.5375,24.6375,-175.8625,-245.0625,1
93.1375,56.8375,65.5375,-29.6625,-98.6625,48.2375,112.2375,67.8375,-0.6625,-13.0625,-58.4625,57.3375,89.5375,34.0375,-174.9625,-249.2625,1
93.79375,53.09375,64.59375,-31.20625,-84.80625,48.09375,112.09375,66.69375,-2.80625,-14.80625,-59.10625,55.39375,93.09375,33.79375,-178.10625,-249.80625,1
96.975,53.875,65.975,-29.925,-85.225,48.575,112.275,66.375,-3.225,-11.225,-57.425,57.775,69.475,36.675,-178.425,-242.525,1
98.90625,56.40625,63.30625,-27.89375,-120.39375,53.10625,120.60625,68.50625,-2.89375,-17.39375,-55.69375,58.40625,80.70625,41.70625,-177.09375,-240.29375,1
96.48125,52.88125,58.58125,-31.51875,-104.11875,54.08125,123.28125,66.98125,-4.91875,-22.21875,-59.01875,54.38125,104.18125,37.08125,-180.01875,-246.11875,1
96.90625,54.70625,61.70625,-32.39375,-111.59375,47.40625,123.00625,66.60625,-1.59375,-20.39375,-58.19375,56.00625,100.90625,41.20625,-178.09375,-246.19375,1
99.2125,59.5125,66.8125,-29.3875,-151.5875,50.5125,128.7125,69.8125,-0.2875,-23.4875,-56.6875,58.5125,103.3125,46.2125,-178.0875,-243.0875,1
95.15,58.35,69.15,-30.85,-84.15,48.75,128.45,68.15,-7.45,-28.25,-61.45,56.35,68.65,43.95,-182.25,-242.55,1
94.64375,64.24375,75.04375,-25.35625,-92.15625,53.64375,105.84375,73.04375,-5.55625,-23.95625,-60.45625,60.74375,54.94375,43.84375,-181.95625,-236.55625,1
88.01875,57.01875,64.21875,-33.28125,-74.38125,50.11875,113.41875,66.81875,-4.78125,-20.58125,-66.18125,56.01875,94.71875,33.31875,-186.08125,-238.38125,1
87.3,59.5,59.4,-34.9,-90.8,43.8,126.2,65.7,-0.6,-13.2,-65.0,58.9,92.4,29.3,-183.9,-234.1,1
90.5,60.3,60.1,-30.7,-84.5,53.1,127.4,71.2,-10.8,-30.4,-65.4,54.5,93.9,47.2,-189.0,-247.4,1
93.96875,61.26875,64.46875,-31.03125,-92.53125,50.76875,123.96875,69.76875,-11.13125,-26.93125,-61.93125,56.36875,86.26875,49.66875,-186.93125,-246.03125,1
97.60625,59.60625,66.00625,-35.19375,-90.89375,46.70625,120.40625,66.30625,-6.29375,-22.39375,-58.39375,57.90625,84.30625,39.50625,-182.69375,-242.49375,1
102.0625,59.8625,67.7625,-36.3375,-100.4375,48.4625,126.0625,65.4625,-8.9375,-24.4375,-55.8375,57.5625,83.2625,38.7625,-181.2375,-242.0375,1
103.05625,57.25625,69.25625,-39.24375,-90.74375,47.35625,122.35625,63.15625,-9.64375,-26.34375,-53.74375,55.95625,86.85625,37.55625,-179.74375,-243.34375,1
107.95,54.85,72.95,-41.05,-97.25,42.75,118.25,65.15,-3.95,-29.95,-48.75,54.85,85.75,39.15,-171.85,-248.85,1
111.5875,52.0875,74.2875,-41.5125,-100.8125,43.5875,117.7875,65.9875,-1.8125,-32.0125,-45.6125,52.8875,87.3875,34.2875,-167.8125,-250.3125,1
113.24375,47.24375,75.54375,-44.45625,-71.65625,40.24375,120.94375,63.74375,-0.15625,-31.05625,-44.85625,50.84375,74.64375,20.94375,-166.45625,-248.75625,1
114.975,45.375,78.075,-45.425,-87.425,38.075,118.975,62.075,-1.125,-33.525,-44.225,49.375,93.175,25.375,-165.125,-248.625,1
115.58125,44.38125,77.78125,-44.41875,-99.71875,39.78125,122.08125,63.08125,0.58125,-33.11875,-42.21875,49.08125,99.08125,23.88125,-162.01875,-253.81875,1
113.49375,42.19375,76.69375,-47.60625,-90.70625,28.89375,126.89375,61.69375,4.49375,-29.30625,-41.10625,48.29375,100.39375,22.59375,-160.50625,-256.40625,1
113.49375,40.99375,77.39375,-50.00625,-81.50625,27.79375,127.09375,59.29375,5.99375,-30.70625,-40.30625,46.69375,100.19375,22.19375,-160.80625,-257.80625,1
116.25625,40.75625,77.95625,-50.94375,-74.94375,29.15625,124.75625,56.45625,6.45625,-32.74375,-37.64375,46.15625,88.45625,24.05625,-158.24375,-255.94375,1
124.55,43.85,87.45,-49.45,-106.15,27.95,126.15,59.05,13.15,-26.45,-30.35,49.55,52.45,31.25,-149.45,-253.55,1
124.34375,35.94375,88.44375,-56.15625,-105.65625,25.64375,108.84375,56.24375,14.54375,-27.45625,-29.05625,45.94375,104.94375,18.04375,-145.65625,-258.95625,1
118.55625,26.75625,75.25625,-63.24375,-50.34375,20.35625,118.55625,54.35625,13.25625,-31.84375,-31.84375,39.15625,113.05625,10.75625,-147.24375,-265.54375,1
117.675,22.775,72.775,-67.025,-45.825,15.975,131.275,54.775,17.775,-29.025,-31.725,36.375,108.775,5.475,-143.025,-267.025,1
120.29375,17.49375,75.69375,-68.90625,-62.20625,18.79375,128.79375,54.99375,19.69375,-27.40625,-31.10625,34.19375,112.09375,15.29375,-139.50625,-268.20625,1
126.58125,14.48125,78.18125,-69.21875,-82.91875,17.58125,127.88125,54.68125,23.28125,-24.41875,-26.81875,34.58125,121.78125,4.68125,-131.71875,-268.61875,1
128.2125,14.1125,80.1125,-69.6875,-87.2875,15.3125,132.7125,54.8125,24.6125,-24.3875,-24.8875,33.9125,120.3125,1.7125,-129.4875,-270.0875,1
129.15,13.95,82.95,-70.45,-69.35,15.65,128.65,54.85,25.45,-24.85,-24.05,32.65,108.55,0.15,-130.25,-273.05,1
129.375,14.675,83.575,-71.825,-71.825,14.975,122.275,53.875,28.375,-23.125,-22.725,33.475,108.875,0.875,-128.125,-272.725,1
126.39375,14.89375,79.69375,-74.80625,-85.60625,8.69375,130.69375,51.59375,30.19375,-20.60625,-21.70625,35.59375,126.79375,-4.60625,-125.30625,-271.90625,1
124.38125,15.28125,78.98125,-76.01875,-76.71875,9.08125,124.18125,50.18125,29.48125,-20.01875,-21.61875,36.98125,126.38125,-4.81875,-124.61875,-271.11875,1
125.2625,16.1625,77.4625,-76.1375,-102.4375,10.5625,122.1625,49.3625,30.5625,-18.4375,-19.9375,38.3625,135.5625,1.9625,-121.5375,-268.9375,1
124.9375,15.1375,77.1375,-76.1625,-104.5625,12.5375,122.1375,50.4375,32.8375,-19.1625,-18.9625,38.7375,129.2375,1.9375,-119.9625,-266.2625,1
120.23125,10.43125,73.83125,-78.26875,-52.96875,11.23125,118.93125,48.03125,27.13125,-24.16875,-23.56875,33.63125,130.33125,-1.26875,-123.66875,-269.86875,1
121.1375,10.2375,75.2375,-75.8625,-61.1625,11.5375,122.1375,50.4375,26.5375,-19.8625,-23.7625,32.4375,131.7375,-1.8625,-124.2625,-274.6625,1
121.7875,10.9875,76.7875,-72.0125,-78.4125,13.7875,122.8875,51.7875,27.7875,-10.1125,-24.3125,33.8875,126.2875,-4.2125,-123.3125,-273.6125,1
124.24375,13.54375,77.84375,-66.65625,-95.65625,17.94375,126.74375,56.64375,31.84375,-15.85625,-21.75625,35.24375,113.34375,-9.15625,-117.35625,-270.95625,1
122.2625,16.2625,74.0625,-66.6375,-71.1375,12.6625,122.7625,53.6625,27.9625,-19.7375,-24.4375,35.0625,125.5625,-16.7375,-123.2375,-268.3375,1
121.15,17.15,72.05,-67.05,-57.55,13.85,117.15,51.95,19.75,-27.45,-28.75,33.75,143.55,-12.25,-130.35,-266.95,1
121.14375,15.44375,69.44375,-64.15625,-68.45625,26.64375,115.54375,51.34375,22.04375,-31.45625,-29.35625,29.64375,139.84375,5.94375,-128.35625,-275.25625,1
121.5875,14.5875,68.1875,-64.8125,-74.1125,20.2875,114.0875,50.5875,26.0875,-20.3125,-29.0125,31.2875,140.6875,1.5875,-127.5125,-273.2125,1
124.30625,14.80625,68.50625,-66.09375,-77.49375,7.10625,119.20625,51.70625,32.30625,-12.29375,-26.69375,34.60625,137.20625,-11.99375,-123.59375,-271.59375,1
123.0125,15.2125,67.8125,-66.6875,-77.4875,9.1125,118.7125,49.6125,34.0125,-6.3875,-27.2875,35.4125,135.1125,-16.6875,-122.8875,-270.5875,1
119.96875,16.76875,66.56875,-63.93125,-84.53125,13.96875,119.16875,51.56875,35.86875,-2.73125,-27.33125,36.86875,126.86875,-16.63125,-122.33125,-270.13125,1
118.5375,20.0375,68.2375,-60.1625,-82.0625,18.5375,119.7375,54.2375,18.7375,-4.4625,-32.3625,37.7375,127.0375,-3.1625,-134.9625,-265.6625,1
115.85,21.75,65.25,-60.05,-92.05,21.65,123.35,53.95,16.25,-0.25,-34.75,38.25,132.25,-1.75,-137.85,-261.85,1
114.8625,23.4625,65.8625,-59.0375,-86.7375,22.8625,120.6625,55.0625,19.4625,-8.8375,-34.0375,37.7625,127.5625,0.7625,-136.1375,-263.5375,1
114.59375,24.89375,69.19375,-57.60625,-80.30625,18.89375,114.89375,53.99375,16.39375,-9.70625,-33.60625,39.09375,132.59375,-4.20625,-137.00625,-262.10625,1
113.75,23.75,70.65,-56.65,-83.25,20.95,116.05,56.05,18.35,-8.95,-33.15,38.15,134.35,-8.95,-135.55,-265.55,1
112.60625,23.90625,67.20625,-56.29375,-91.59375,20.00625,119.60625,55.60625,20.10625,-5.99375,-31.79375,38.70625,132.20625,-7.49375,-133.79375,-262.99375,1
112.74375,21.84375,64.34375,-59.95625,-91.15625,20.54375,117.44375,53.94375,23.54375,-1.95625,-30.05625,40.84375,124.44375,-3.75625,-133.35625,-259.45625,1
114.98125,23.68125,64.88125,-58.01875,-107.11875,24.18125,118.18125,56.68125,28.98125,-2.61875,-25.81875,44.58125,104.78125,-1.61875,-128.91875,-256.81875,1
