Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,status
105.05,48.55,76.15,-42.35,-96.55,40.05,104.85,62.85,1.65,-22.35,-38.55,55.35,102.05,35.25,-172.05,-259.95,1
104.29375,49.59375,76.89375,-41.60625,-97.00625,43.19375,102.99375,62.99375,1.09375,-19.20625,-39.00625,59.19375,94.99375,27.89375,-171.90625,-254.40625,1
104.3,50.9,78.0,-41.6,-98.9,40.6,102.8,62.8,-0.3,-21.5,-39.5,61.0,97.4,29.6,-174.1,-251.5,1
107.5125,53.8125,79.4125,-40.5875,-124.0875,38.6125,104.4125,64.7125,3.5125,-19.0875,-36.3875,64.9125,84.5125,36.5125,-170.7875,-246.9875,1
112.9375,55.2375,81.5375,-38.3625,-134.7625,43.3375,98.0375,66.5375,5.9375,-16.9625,-32.8625,68.6375,64.2375,35.7375,-166.6625,-242.5625,1
109.16875,52.66875,77.36875,-41.43125,-120.63125,39.76875,94.66875,62.16875,1.06875,-21.13125,-36.33125,64.76875,99.06875,34.26875,-170.13125,-245.33125,1
98.99375,48.59375,68.79375,-45.40625,-72.20625,40.59375,98.19375,58.39375,-0.90625,-21.40625,-42.80625,60.49375,99.99375,29.79375,-174.60625,-246.50625,1
99.25625,48.95625,69.75625,-48.04375,-18.64375,26.25625,77.75625,52.05625,0.65625,-17.34375,-43.54375,61.55625,77.35625,32.25625,-175.34375,-242.94375,1
104.125,54.625,72.325,-42.775,-112.675,28.625,87.325,57.625,6.725,-20.975,-37.975,66.925,107.525,35.825,-168.175,-239.075,1
101.15,54.75,66.05,-43.25,-110.55,30.15,99.05,57.35,6.45,-13.95,-40.95,68.15,98.05,33.85,-171.95,-234.35,1
99.93125,55.03125,65.83125,-43.66875,-79.26875,30.33125,99.73125,57.83125,5.53125,-18.66875,-43.16875,67.13125,92.93125,21.73125,-172.36875,-238.86875,1
100.23125,52.23125,68.23125,-43.66875,-96.26875,35.23125,96.53125,58.23125,6.33125,-16.06875,-43.86875,67.13125,91.73125,34.23125,-172.26875,-237.96875,1
100.9125,49.9125,69.7125,-44.1875,-94.9875,35.9125,90.6125,57.9125,6.9125,-12.2875,-44.4875,66.1125,93.9125,32.6125,-172.5875,-235.9875,1
102.05625,49.45625,70.95625,-43.84375,-92.54375,37.95625,92.85625,58.55625,4.35625,-14.74375,-46.44375,64.25625,94.35625,32.95625,-174.34375,-235.84375,1
103.15625,48.35625,72.95625,-44.14375,-97.74375,41.65625,95.35625,58.45625,4.85625,-8.04375,-46.94375,65.65625,92.45625,21.35625,-174.34375,-233.04375,1
103.7625,46.0625,74.3625,-44.7375,-90.5375,38.7625,100.4625,58.8625,1.7625,-11.4375,-48.5375,64.0625,92.7625,24.1625,-173.5375,-236.2375,1
104.54375,44.74375,75.14375,-45.85625,-94.45625,37.14375,104.54375,59.84375,-0.95625,-16.45625,-49.15625,62.24375,98.04375,31.84375,-171.55625,-239.65625,1
104.7375,42.6375,74.8375,-47.5625,-78.5625,37.2375,102.7375,60.4375,-1.2625,-19.2625,-49.6625,60.1375,103.7375,29.2375,-175.1625,-244.2625,1
107.69375,41.69375,76.49375,-48.10625,-85.40625,38.09375,103.09375,59.69375,-0.30625,-22.20625,-46.80625,58.89375,105.59375,27.99375,-173.50625,-242.90625,1
110.19375,38.79375,79.49375,-49.90625,-78.60625,36.89375,109.59375,60.99375,0.09375,-22.90625,-45.60625,55.19375,102.99375,21.99375,-172.40625,-246.80625,1
112.075,37.275,84.675,-49.625,-69.425,36.975,98.775,59.675,-1.425,-22.325,-45.325,52.475,105.875,23.375,-172.025,-251.025,1
117.00625,37.20625,89.60625,-47.99375,-81.09375,40.90625,105.40625,62.60625,-3.99375,-34.39375,-43.39375,50.10625,102.00625,27.50625,-171.29375,-250.19375,1
119.675,32.575,93.175,-52.525,-64.625,29.775,107.675,59.875,1.175,-28.525,-40.825,46.575,93.175,24.675,-167.725,-254.125,1
120.33125,29.13125,92.73125,-54.26875,-61.46875,27.23125,109.93125,58.13125,5.83125,-21.66875,-38.56875,41.43125,112.53125,11.73125,-166.16875,-266.86875,1
123.29375,27.19375,94.19375,-56.90625,-60.20625,26.59375,108.39375,56.79375,8.99375,-23.40625,-35.20625,39.49375,112.19375,8.09375,-161.00625,-268.50625,1
127.75625,33.15625,100.15625,-51.14375,-77.54375,29.95625,108.95625,59.05625,1.45625,-31.04375,-33.64375,38.05625,122.85625,5.95625,-162.84375,-271.14375,1
126.11875,29.21875,96.31875,-50.48125,-74.18125,33.91875,116.91875,59.61875,3.41875,-30.08125,-33.68125,32.61875,122.61875,9.21875,-161.98125,-279.58125,1
122.6875,25.9875,91.7875,-50.5125,-60.6125,36.0875,112.1875,58.9875,7.6875,-19.1125,-33.7125,30.4875,115.5875,3.8875,-160.1125,-281.3125,1
121.15625,25.35625,89.95625,-51.44375,-64.34375,30.75625,107.55625,60.15625,11.45625,-18.54375,-32.74375,30.75625,113.15625,8.85625,-156.24375,-275.84375,1
119.8,25.7,88.6,-51.1,-76.8,32.4,109.0,60.8,16.5,-18.6,-31.5,31.5,105.2,14.4,-151.9,-274.0,1
120.75,29.95,92.35,-47.65,-98.65,37.35,120.75,65.25,12.85,-26.75,-30.95,35.05,96.25,18.55,-156.25,-268.85,1
114.1625,28.1625,84.7625,-50.0375,-99.0375,39.4625,111.0625,63.8625,7.2625,-18.6375,-34.8375,36.8625,129.1625,15.4625,-163.2375,-264.4375,1
109.20625,30.50625,77.50625,-50.89375,-72.29375,34.90625,103.30625,60.40625,7.90625,-15.09375,-36.19375,41.40625,113.50625,19.50625,-164.79375,-258.89375,1
107.43125,35.23125,73.73125,-49.06875,-83.26875,40.73125,101.73125,60.53125,13.33125,-23.26875,-35.56875,45.03125,108.23125,20.23125,-160.96875,-254.06875,1
105.1125,39.1125,69.3125,-46.3875,-103.1875,51.6125,107.0125,63.4125,10.1125,-18.0875,-37.5875,48.2125,100.5125,25.7125,-163.7875,-251.0875,1
103.5875,45.3875,69.5875,-42.3125,-97.7125,50.4875,99.1875,65.4875,2.3875,-13.9125,-40.5125,53.5875,92.4875,31.6875,-171.6125,-247.8125,1
99.86875,48.66875,67.26875,-40.83125,-110.73125,51.76875,91.76875,64.56875,5.06875,-13.53125,-41.53125,58.16875,98.46875,37.36875,-170.03125,-246.33125,1
96.025,49.625,62.225,-41.375,-104.975,51.425,95.325,63.625,5.225,-15.775,-43.375,61.225,94.025,40.425,-170.975,-242.675,1
93.4625,49.9625,58.1625,-43.3375,-100.9375,49.8625,92.2625,59.1625,5.6625,-12.9375,-44.3375,64.3625,96.0625,43.1625,-173.0375,-237.5375,1
93.50625,51.10625,54.50625,-44.69375,-103.59375,48.10625,90.90625,57.90625,8.90625,-9.69375,-42.99375,67.70625,89.60625,42.40625,-172.09375,-231.59375,1
91.9375,54.3375,51.6375,-42.3625,-104.0625,49.9375,87.8375,60.6375,11.7375,-8.3625,-41.5625,71.8375,73.6375,42.6375,-171.2625,-228.5625,1
92.03125,58.03125,55.23125,-38.56875,-102.76875,53.23125,87.43125,64.03125,10.63125,-6.36875,-41.16875,75.33125,40.73125,48.83125,-171.66875,-224.96875,1
95.51875,60.81875,59.01875,-36.48125,-147.58125,53.01875,90.41875,65.31875,5.81875,-11.38125,-40.38125,76.21875,77.71875,47.11875,-172.78125,-222.38125,1
89.8125,59.7125,51.9125,-40.0875,-125.3875,48.3125,98.1125,61.5125,2.7125,-14.9875,-43.9875,73.3125,95.5125,47.3125,-178.6875,-225.0875,1
86.075,55.275,47.775,-44.825,-85.525,44.175,87.875,56.975,5.675,-11.825,-44.525,72.275,82.575,50.775,-177.925,-224.825,1
88.875,55.375,49.375,-45.925,-96.225,40.475,90.175,54.775,9.975,-7.825,-40.825,73.675,83.775,40.375,-172.025,-224.025,1
90.55,54.65,52.65,-45.95,-107.55,41.85,94.05,54.15,11.15,-5.95,-39.75,73.55,84.35,36.55,-171.75,-222.55,1
90.69375,51.29375,55.89375,-47.40625,-111.90625,41.59375,95.69375,54.39375,12.89375,-0.50625,-40.40625,71.69375,85.39375,38.49375,-172.50625,-225.30625,1
94.225,46.525,63.525,-49.175,-109.975,37.525,95.425,55.225,14.825,-0.675,-39.375,69.125,86.425,34.125,-169.775,-227.975,1
98.06875,45.76875,71.06875,-47.63125,-103.43125,39.56875,94.16875,56.56875,14.56875,-6.33125,-38.23125,67.66875,70.76875,33.56875,-167.93125,-228.23125,1
99.19375,45.09375,72.39375,-47.70625,-97.80625,42.89375,99.09375,56.69375,10.99375,-9.40625,-39.60625,64.59375,75.39375,29.79375,-169.50625,-232.10625,1
98.325,43.525,72.025,-51.475,-90.575,34.125,103.225,51.625,7.625,-12.275,-41.875,60.425,103.025,28.825,-171.075,-235.475,1
100.95625,41.35625,78.35625,-53.24375,-86.24375,31.65625,105.65625,53.85625,8.65625,-14.24375,-41.54375,56.85625,95.85625,31.15625,-169.24375,-239.84375,1
105.21875,36.51875,86.11875,-56.78125,-86.68125,25.71875,110.01875,54.31875,8.71875,-13.88125,-40.98125,52.11875,107.41875,23.11875,-168.38125,-242.58125,1
109.61875,34.11875,86.71875,-57.18125,-83.48125,27.31875,106.21875,53.61875,7.71875,-19.08125,-40.38125,47.81875,119.71875,18.91875,-166.28125,-245.38125,1
111.525,31.125,87.125,-55.975,-68.175,30.325,108.725,54.325,8.225,-20.775,-40.375,44.225,114.825,6.325,-163.575,-247.875,1
113.3,27.5,93.7,-55.3,-87.6,24.1,114.9,56.1,9.2,-13.0,-40.3,41.1,113.3,17.2,-162.5,-251.7,1
111.49375,23.99375,96.79375,-54.10625,-82.60625,25.39375,119.99375,58.59375,8.79375,-17.90625,-42.20625,35.59375,120.19375,12.39375,-162.30625,-254.10625,1
115.075,23.775,106.275,-49.325,-53.225,30.475,124.175,64.875,5.475,-31.025,-43.225,29.775,98.775,5.075,-161.325,-265.625,1
116.60625,26.20625,113.30625,-44.99375,-68.99375,36.20625,111.80625,66.20625,5.00625,-29.29375,-43.39375,27.50625,121.00625,-3.39375,-161.69375,-272.09375,1
118.25625,29.95625,113.05625,-42.44375,-104.04375,36.25625,115.05625,68.75625,8.55625,-24.64375,-41.44375,28.25625,120.45625,3.25625,-156.84375,-272.44375,1
112.4125,24.7125,104.8125,-47.7875,-74.8875,31.9125,112.4125,65.7125,6.3125,-23.1875,-45.9875,23.7125,138.6125,7.9125,-161.4875,-275.1875,1
107.7625,22.7625,97.2625,-51.4375,-30.0375,28.9625,118.4625,61.3625,1.6625,-24.6375,-50.2375,20.4625,130.9625,8.2625,-166.7375,-274.8375,1
112.83125,26.13125,98.93125,-49.56875,-33.16875,30.53125,124.73125,64.53125,4.03125,-40.56875,-46.06875,20.23125,120.33125,5.53125,-161.16875,-277.26875,1
115.675,29.775,97.275,-46.825,-40.825,40.575,122.075,66.375,9.475,-37.225,-41.125,23.675,84.475,12.975,-157.625,-278.725,1
116.34375,28.94375,92.34375,-47.85625,-64.85625,40.34375,116.44375,63.04375,1.64375,-31.05625,-42.35625,24.64375,136.44375,9.34375,-163.35625,-280.05625,1
119.23125,30.23125,92.93125,-44.46875,-72.56875,44.93125,116.03125,65.73125,-0.46875,-40.16875,-41.36875,25.13125,134.43125,13.43125,-161.86875,-281.16875,1
117.65625,30.45625,91.85625,-42.24375,-73.44375,48.85625,119.95625,66.35625,2.05625,-40.64375,-42.24375,25.65625,127.65625,12.95625,-161.64375,-283.24375,1
115.8875,33.9875,90.4875,-40.5125,-84.4125,44.4875,126.7875,65.1875,0.3875,-36.4125,-43.7125,29.8875,124.3875,16.3875,-164.5125,-278.3125,1
113.78125,38.48125,92.98125,-37.21875,-80.91875,51.58125,108.88125,65.88125,-2.81875,-38.01875,-45.71875,34.18125,120.28125,19.48125,-165.41875,-275.41875,1
110.41875,42.91875,91.91875,-36.78125,-72.28125,48.31875,106.01875,66.81875,-5.58125,-40.38125,-47.38125,38.21875,115.91875,23.01875,-167.68125,-273.48125,1
106.59375,47.29375,85.69375,-36.20625,-68.90625,48.29375,107.59375,66.09375,-7.80625,-43.70625,-48.30625,41.99375,110.69375,28.29375,-168.40625,-269.20625,1
104.325,48.925,85.225,-35.675,-64.075,51.825,98.425,64.125,-8.075,-40.575,-49.075,45.025,103.525,33.425,-170.175,-267.175,1
105.26875,49.06875,83.56875,-37.13125,-87.13125,48.26875,98.76875,64.16875,-4.63125,-35.83125,-46.43125,49.56875,108.86875,32.46875,-168.03125,-260.83125,1
105.25,52.25,75.15,-36.45,-92.95,42.85,111.45,63.75,0.35,-28.55,-45.05,54.85,89.85,19.95,-165.35,-247.35,1
103.8,45.8,69.7,-41.7,-87.8,41.1,107.1,57.6,-1.0,-25.7,-47.4,52.0,116.3,31.8,-167.7,-253.9,1
104.3375,42.6375,69.7375,-42.6625,-84.6625,42.6375,104.5375,56.6375,5.0375,-26.9625,-45.7625,53.0375,115.6375,29.2375,-165.1625,-258.2625,1
102.39375,44.89375,68.29375,-41.40625,-94.10625,43.09375,101.79375,56.29375,6.69375,-21.80625,-45.30625,56.29375,108.09375,29.69375,-164.40625,-250.50625,1
97.75,46.85,66.75,-39.95,-102.45,47.95,101.55,56.25,8.15,-19.15,-45.95,57.95,99.55,34.45,-164.55,-245.15,1
93.39375,48.99375,67.49375,-39.10625,-98.70625,43.89375,108.09375,57.29375,7.29375,-17.00625,-48.00625,58.49375,87.99375,37.19375,-166.30625,-241.00625,1
91.75,51.45,67.75,-36.45,-106.25,44.35,106.35,60.05,9.25,-25.25,-48.55,58.95,96.45,37.15,-166.35,-240.65,1
92.06875,51.86875,72.76875,-35.03125,-101.43125,45.76875,95.26875,60.86875,14.46875,-12.23125,-47.03125,62.16875,72.96875,33.06875,-163.83125,-241.73125,1
89.15625,46.75625,68.85625,-37.64375,-107.94375,45.65625,97.95625,62.35625,9.05625,-13.34375,-50.54375,59.55625,113.25625,30.15625,-168.34375,-244.94375,1
91.25625,46.75625,70.35625,-37.14375,-112.64375,48.15625,98.45625,65.25625,6.25625,-17.04375,-51.54375,59.35625,106.75625,38.15625,-170.84375,-241.54375,1
89.39375,44.79375,66.19375,-40.50625,-78.40625,45.89375,106.19375,62.29375,0.99375,-22.40625,-54.10625,56.69375,100.19375,42.99375,-177.10625,-243.10625,1
89.6125,46.4125,63.7125,-40.9875,-90.4875,48.7125,110.0125,62.1125,1.7125,-19.3875,-51.7875,58.0125,97.1125,41.7125,-176.1875,-240.2875,1
92.325,45.625,65.725,-42.975,-95.675,42.125,110.325,62.125,2.825,-19.075,-48.975,58.625,99.625,34.125,-173.275,-233.475,1
92.39375,42.39375,65.39375,-45.20625,-100.70625,42.39375,109.29375,61.19375,7.19375,-7.10625,-47.00625,59.79375,88.89375,34.19375,-172.00625,-231.10625,1
94.675,43.875,66.575,-41.925,-130.125,48.575,111.675,65.375,13.275,-9.925,-42.125,59.675,85.975,40.375,-166.625,-239.325,1
95.38125,43.28125,65.18125,-42.11875,-116.51875,48.88125,108.68125,63.58125,13.68125,-11.41875,-40.71875,58.28125,83.68125,33.98125,-164.21875,-239.61875,1
95.775,41.875,71.975,-43.425,-102.025,47.875,97.275,61.475,12.275,-9.925,-43.125,56.775,85.475,33.075,-168.025,-237.325,1
99.25625,44.85625,76.75625,-40.24375,-157.24375,51.05625,112.85625,67.95625,9.95625,-17.04375,-43.84375,54.85625,112.55625,33.95625,-167.64375,-238.04375,1
91.35625,39.55625,72.25625,-43.74375,-91.14375,53.25625,120.75625,64.85625,2.85625,-22.14375,-52.94375,47.45625,100.55625,35.85625,-175.24375,-243.54375,1
88.1875,36.1875,74.4875,-43.6125,-52.3125,53.6875,121.9875,64.6875,-2.0125,-25.5125,-59.2125,41.4875,95.0875,35.0875,-180.5125,-247.7125,1
94.4375,37.4375,82.6375,-41.9625,-77.5625,45.4375,123.5375,66.3375,1.1375,-19.4625,-56.6625,41.5375,105.4375,26.0375,-180.3625,-247.9625,1
100.60625,36.00625,89.40625,-40.69375,-80.69375,45.60625,127.80625,68.80625,-1.49375,-26.59375,-54.89375,37.40625,95.40625,35.50625,-178.69375,-253.49375,1
104.56875,34.46875,91.46875,-38.83125,-72.53125,49.96875,132.66875,71.06875,-5.33125,-33.33125,-55.23125,33.06875,88.56875,34.86875,-178.83125,-256.63125,1
105.9875,31.2875,93.4875,-39.9125,-65.7125,48.4875,128.2875,69.8875,-6.1125,-33.1125,-55.6125,29.2875,97.9875,32.3875,-177.6125,-259.0125,1
109.06875,30.16875,96.16875,-40.23125,-91.03125,50.46875,120.06875,68.06875,-2.63125,-25.53125,-52.43125,30.66875,105.16875,29.06875,-173.83125,-253.23125,1
112.03125,30.63125,93.73125,-40.86875,-92.86875,47.53125,128.83125,68.13125,1.23125,-33.36875,-49.56875,28.73125,108.43125,22.03125,-170.26875,-254.36875,1
113.1875,29.5875,87.5875,-42.8125,-84.1125,43.0875,141.9875,68.2875,2.4875,-27.6125,-48.2125,27.9875,98.8875,17.6875,-168.4125,-259.6125,1
116.69375,28.89375,88.59375,-44.50625,-82.90625,37.29375,127.89375,66.79375,0.89375,-20.00625,-47.60625,29.49375,114.59375,10.89375,-170.90625,-256.10625,1
118.05625,27.55625,89.45625,-45.94375,-60.64375,31.95625,124.25625,66.55625,0.25625,-28.04375,-47.14375,28.65625,121.45625,2.75625,-169.34375,-259.84375,1
121.4375,29.6375,92.7375,-45.0625,-78.9625,40.5375,127.1375,64.1375,1.5375,-28.0625,-44.0625,30.4375,115.4375,5.9375,-165.2625,-267.5625,1
124.525,32.425,96.125,-43.375,-75.075,36.625,127.125,62.625,1.025,-37.375,-41.575,31.925,114.525,9.025,-164.475,-274.075,1
123.9,35.4,95.2,-41.3,-70.7,36.7,125.4,63.1,-1.4,-35.2,-42.1,34.9,100.9,12.2,-165.6,-271.4,1
125.25,39.65,98.45,-38.35,-93.75,37.85,119.95,63.25,-1.35,-34.75,-41.25,37.85,103.45,16.05,-163.65,-268.65,1
118.0,37.6,92.0,-40.8,-68.3,33.3,123.2,58.7,-2.3,-39.7,-45.1,35.3,126.8,9.3,-165.2,-272.8,1
115.00625,39.00625,88.30625,-40.09375,-49.39375,31.30625,131.30625,57.30625,-4.59375,-45.09375,-46.89375,34.30625,123.10625,9.30625,-167.19375,-275.69375,1
118.475,43.975,89.175,-37.925,-83.025,31.575,124.675,58.975,1.775,-37.525,-42.025,39.175,117.775,9.975,-161.425,-273.625,1
118.11875,43.61875,88.41875,-40.38125,-83.78125,31.71875,123.21875,59.61875,1.01875,-34.18125,-41.78125,41.01875,117.61875,10.61875,-160.58125,-274.28125,1
114.8625,41.6625,83.9625,-41.2375,-81.0375,31.3625,129.9625,60.2625,-3.3375,-37.2375,-43.3375,41.1625,119.3625,15.4625,-158.8375,-273.0375,1
114.525,44.725,83.425,-39.775,-88.475,33.325,120.225,59.925,-0.875,-26.375,-41.375,45.825,104.025,17.225,-158.675,-267.675,1
115.86875,47.26875,85.26875,-37.53125,-95.53125,34.76875,114.06875,60.76875,6.06875,-24.33125,-37.73125,48.86875,84.26875,21.86875,-156.33125,-267.63125,1
114.29375,46.29375,82.39375,-38.60625,-94.50625,32.39375,116.69375,58.89375,2.99375,-36.00625,-38.60625,47.79375,112.29375,18.99375,-158.40625,-266.90625,1
114.55625,46.45625,79.55625,-39.54375,-90.64375,31.35625,118.35625,58.55625,0.05625,-37.54375,-38.64375,48.35625,116.95625,17.05625,-160.74375,-264.14375,1
115.43125,47.13125,79.33125,-39.26875,-84.06875,30.83125,117.43125,57.93125,-3.96875,-35.06875,-39.26875,49.43125,113.93125,17.53125,-164.26875,-263.06875,1
116.53125,48.33125,81.83125,-38.36875,-103.76875,31.83125,117.63125,58.13125,-1.46875,-33.46875,-37.86875,51.33125,109.03125,21.43125,-161.06875,-260.06875,1
114.5875,47.5875,82.8875,-39.8125,-105.7125,32.1875,116.2875,57.9875,-0.1125,-33.5125,-38.4125,51.2875,108.9875,22.6875,-159.1125,-257.8125,1
109.15625,45.15625,80.25625,-42.94375,-72.74375,33.35625,110.95625,57.25625,0.05625,-25.54375,-40.94375,51.35625,94.35625,17.35625,-161.94375,-255.14375,1
107.14375,44.54375,78.54375,-41.95625,-86.75625,35.24375,120.54375,59.74375,-1.45625,-27.75625,-41.45625,50.84375,101.24375,18.64375,-161.75625,-255.35625,1
104.83125,41.43125,76.43125,-45.16875,-92.86875,30.33125,129.93125,61.23125,-1.16875,-25.56875,-41.06875,50.43125,97.13125,30.83125,-162.16875,-254.56875,1
103.33125,38.13125,75.13125,-47.76875,-95.16875,35.23125,120.13125,60.23125,0.93125,-23.86875,-39.96875,50.63125,103.83125,30.83125,-159.96875,-251.66875,1
104.06875,36.46875,77.66875,-48.43125,-109.43125,33.66875,110.66875,58.56875,3.26875,-21.33125,-37.23125,50.96875,116.06875,30.56875,-156.63125,-248.93125,1
101.425,32.525,72.725,-51.675,-74.675,30.825,116.125,56.825,2.925,-26.775,-36.275,47.025,105.725,29.725,-155.375,-251.075,1
102.2375,31.3375,73.6375,-53.1625,-60.6625,30.1375,114.2375,56.6375,6.3375,-23.5625,-34.8625,45.8375,91.9375,25.0375,-153.4625,-251.6625,1
103.5875,30.5875,72.8875,-53.4125,-91.5125,32.4875,112.8875,56.8875,6.4875,-20.4125,-35.9125,44.5875,121.8875,24.4875,-154.9125,-250.6125,1
104.54375,29.04375,74.14375,-52.95625,-95.55625,36.74375,122.14375,58.34375,5.24375,-25.35625,-37.75625,42.94375,108.64375,36.94375,-155.85625,-251.25625,1
104.41875,29.81875,77.51875,-52.68125,-96.38125,31.71875,124.71875,58.21875,4.31875,-26.38125,-38.38125,43.21875,109.71875,37.81875,-156.78125,-250.88125,1
103.3625,30.2625,76.5625,-52.0375,-91.0375,34.0625,124.5625,59.8625,5.4625,-24.2375,-37.3375,44.0625,106.5625,28.9625,-156.9375,-252.1375,1
106.34375,31.04375,78.74375,-52.35625,-81.75625,33.94375,123.14375,60.24375,5.84375,-21.75625,-36.95625,45.24375,96.84375,21.34375,-159.45625,-250.45625,1
109.04375,33.54375,80.34375,-50.55625,-84.05625,37.54375,121.44375,59.04375,3.24375,-24.05625,-37.35625,46.04375,92.24375,24.74375,-160.85625,-250.35625,1
111.26875,36.86875,82.96875,-47.53125,-94.73125,37.56875,121.86875,57.96875,1.26875,-26.43125,-37.23125,47.06875,89.86875,29.26875,-161.23125,-248.83125,1
112.66875,37.46875,84.16875,-47.93125,-124.73125,31.26875,127.86875,57.86875,-2.03125,-24.43125,-38.83125,49.36875,115.26875,29.26875,-166.03125,-241.23125,1
110.75,35.55,82.45,-48.55,-98.85,31.15,126.75,57.75,-3.35,-28.75,-40.55,47.15,121.55,22.95,-169.25,-246.75,1
108.6375,35.7375,83.3375,-48.6625,-70.2625,30.3375,110.4375,57.0375,0.0375,-15.8625,-40.3625,48.5375,106.8375,17.8375,-171.5625,-252.0625,1
106.14375,38.64375,79.94375,-47.65625,-75.35625,33.04375,117.04375,59.04375,-1.85625,-14.95625,-41.55625,50.54375,101.54375,21.04375,-175.05625,-250.55625,1
106.71875,43.11875,81.71875,-44.08125,-85.98125,38.91875,127.41875,63.41875,-9.48125,-28.88125,-42.78125,52.11875,91.11875,27.61875,-176.58125,-244.38125,1
107.49375,44.39375,83.99375,-44.10625,-89.10625,37.69375,125.39375,61.09375,-9.00625,-35.10625,-43.00625,51.89375,99.29375,27.59375,-175.20625,-243.30625,1
107.7,41.7,85.2,-46.3,-69.0,34.0,124.4,59.5,-0.4,-23.6,-42.7,49.9,98.2,13.1,-173.8,-257.9,1
110.4125,44.9125,90.5125,-44.2875,-76.5875,35.4125,130.3125,62.9125,-3.2875,-20.8875,-45.0875,52.6125,74.5125,19.4125,-180.3875,-250.4875,1
113.36875,45.26875,87.26875,-44.93125,-82.23125,33.26875,123.96875,60.96875,-11.33125,-27.93125,-47.03125,52.56875,107.36875,22.06875,-185.43125,-247.23125,1
121.6625,47.3625,89.0625,-44.7375,-95.2375,30.2625,132.1625,61.2625,-8.1375,-25.1375,-42.4375,55.2625,106.9625,6.8625,-179.3375,-255.8375,1
124.40625,43.50625,88.90625,-46.59375,-106.29375,29.00625,140.90625,60.40625,-6.09375,-25.69375,-41.39375,52.00625,113.10625,14.60625,-175.69375,-265.09375,1
125.2125,40.2125,90.9125,-48.9875,-70.6875,25.8125,125.3125,56.6125,-8.0875,-28.0875,-42.7875,49.5125,113.7125,14.4125,-177.5875,-265.4875,1
128.2375,42.3375,94.6375,-48.0625,-78.2625,25.0375,119.9375,56.2375,-4.7625,-30.0625,-39.0625,50.1375,113.8375,6.3375,-172.0625,-264.4625,1
128.5375,38.5375,93.0375,-50.5625,-88.4625,27.9375,125.6375,56.0375,-3.4625,-30.2625,-37.2625,48.8375,114.0375,10.4375,-168.9625,-264.0625,1
127.0375,37.2375,90.1375,-52.4625,-75.1625,26.2375,128.3375,54.8375,-3.4625,-33.8625,-36.7625,46.8375,112.3375,12.3375,-168.1625,-265.4625,1
124.79375,40.19375,86.39375,-53.80625,-82.50625,20.39375,125.09375,50.59375,0.59375,-25.00625,-35.10625,50.49375,105.69375,19.59375,-166.20625,-261.20625,1
122.6375,41.4375,86.8375,-53.8625,-95.6625,23.6375,122.6375,51.2375,2.8375,-21.6625,-32.9625,53.1375,104.3375,16.7375,-163.7625,-257.5625,1
121.28125,41.88125,85.68125,-54.31875,-86.21875,26.58125,121.28125,51.38125,3.18125,-42.61875,-30.81875,51.18125,113.48125,20.68125,-160.31875,-262.31875,1
119.99375,41.29375,81.79375,-56.40625,-80.80625,24.89375,118.49375,49.79375,12.69375,-30.30625,-26.00625,54.99375,85.39375,19.39375,-155.10625,-260.10625,1
118.00625,36.70625,77.70625,-59.19375,-76.89375,21.80625,113.40625,46.10625,16.70625,-22.29375,-23.99375,54.00625,98.10625,13.60625,-152.49375,-261.29375,1
116.01875,33.81875,74.51875,-58.78125,-105.68125,22.31875,114.91875,45.61875,21.11875,-23.28125,-21.98125,53.31875,121.61875,14.41875,-148.58125,-259.38125,1
112.76875,30.76875,70.86875,-60.43125,-93.13125,20.06875,111.26875,43.96875,26.16875,-16.83125,-20.43125,53.26875,115.06875,12.06875,-146.83125,-258.63125,1
113.25625,31.55625,69.65625,-60.84375,-97.64375,20.95625,101.85625,45.95625,28.15625,-11.84375,-17.44375,56.55625,110.15625,11.85625,-145.94375,-256.24375,1
109.9375,30.9375,63.5375,-64.8625,-106.4625,18.9375,102.3375,43.1375,39.4375,-5.3625,-14.9625,58.8375,103.1375,13.4375,-140.7625,-251.2625,1
106.25,30.15,58.35,-67.35,-103.15,20.65,103.85,39.25,44.65,-8.75,-14.35,57.55,110.05,14.15,-136.65,-254.65,1
104.98125,34.48125,55.98125,-64.71875,-117.01875,20.68125,108.08125,42.28125,35.58125,-3.11875,-16.01875,59.88125,111.38125,21.98125,-145.11875,-249.31875,1
106.74375,38.44375,59.44375,-60.65625,-125.55625,23.64375,105.64375,46.04375,38.44375,-3.45625,-13.25625,62.04375,91.54375,22.94375,-143.65625,-248.35625,1
105.925,37.525,59.725,-61.175,-104.775,24.225,103.825,45.325,42.725,-4.675,-11.675,60.025,75.725,18.525,-139.875,-251.375,1
105.6875,34.5875,55.3875,-63.3125,-98.9125,22.3875,101.0875,43.5875,39.2875,-6.9125,-13.9125,55.4875,105.9875,14.6875,-142.2125,-252.9125,1
109.925,37.425,56.625,-59.475,-134.675,24.125,100.725,46.725,44.525,-2.175,-11.775,57.125,98.825,15.325,-136.975,-246.275,1
108.06875,33.26875,53.86875,-62.83125,-126.83125,20.66875,99.26875,39.96875,51.56875,-3.13125,-12.63125,55.26875,101.36875,16.96875,-131.23125,-243.63125,1
